user_id,ad_version,clicked,device_type,region,gender,age_group,conversion,date
2529,Babar,1,Desktop,Lahore,Male,25-34,0,9/17/2025
2530,Mahira,0,Tablet,Lahore,Male,18-24,0,9/9/2025
2531,Mahira,0,Desktop,Islamabad,Male,25-34,0,9/2/2025
2532,Babar,0,Tablet,Islamabad,Male,18-24,0,9/6/2025
2533,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/10/2025
2534,Babar,0,Tablet,Islamabad,Male,25-34,0,9/14/2025
2535,Mahira,1,Mobile,Lahore,Female,18-24,0,9/12/2025
2536,Mahira,0,Desktop,Islamabad,Female,25-34,0,9/23/2025
2537,Babar,0,Mobile,Lahore,Male,35-44,0,9/7/2025
2538,Mahira,0,Mobile,Karachi,Female,18-24,0,9/13/2025
2539,Babar,1,Tablet,Karachi,Female,25-34,0,9/19/2025
2540,Mahira,0,Mobile,Karachi,Male,18-24,0,9/16/2025
2541,Mahira,0,Desktop,Karachi,Female,18-24,0,9/9/2025
2542,Mahira,0,Tablet,Lahore,Female,18-24,0,9/1/2025
2543,Mahira,0,Desktop,Lahore,Male,35-44,0,9/6/2025
2544,Mahira,0,Desktop,Karachi,Male,35-44,0,9/29/2025
2545,Babar,0,Desktop,Islamabad,Male,18-24,0,9/14/2025
2546,Mahira,0,Tablet,Islamabad,Female,25-34,0,9/24/2025
2547,Babar,0,Desktop,Lahore,Female,35-44,0,9/13/2025
2548,Babar,0,Desktop,Islamabad,Female,18-24,0,9/20/2025
2549,Babar,0,Mobile,Lahore,Female,25-34,0,9/17/2025
2550,Mahira,0,Tablet,Lahore,Female,35-44,0,9/27/2025
2551,Babar,0,Tablet,Karachi,Female,18-24,0,9/22/2025
2552,Babar,0,Desktop,Islamabad,Male,18-24,0,9/10/2025
2553,Babar,0,Tablet,Islamabad,Male,18-24,0,9/15/2025
2554,Mahira,0,Mobile,Karachi,Female,35-44,0,9/4/2025
2555,Mahira,1,Desktop,Karachi,Male,35-44,0,9/20/2025
2556,Babar,0,Tablet,Lahore,Female,25-34,0,9/22/2025
2557,Babar,0,Mobile,Islamabad,Female,25-34,0,9/2/2025
2558,Babar,1,Mobile,Islamabad,Female,35-44,0,9/26/2025
2559,Mahira,0,Desktop,Lahore,Male,35-44,0,9/5/2025
2560,Babar,0,Desktop,Lahore,Male,18-24,0,9/24/2025
2561,Babar,0,Desktop,Karachi,Male,25-34,0,9/24/2025
2562,Babar,0,Mobile,Karachi,Male,25-34,0,9/19/2025
2563,Babar,0,Desktop,Lahore,Female,25-34,0,9/2/2025
2564,Babar,0,Tablet,Islamabad,Male,25-34,0,9/28/2025
2565,Babar,0,Tablet,Lahore,Male,35-44,0,9/30/2025
2566,Babar,0,Desktop,Islamabad,Female,25-34,0,9/27/2025
2567,Babar,0,Tablet,Islamabad,Female,18-24,0,9/6/2025
2568,Babar,0,Mobile,Islamabad,Female,35-44,0,9/13/2025
2569,Mahira,0,Mobile,Karachi,Male,35-44,0,9/19/2025
2570,Babar,0,Desktop,Lahore,Female,25-34,0,9/5/2025
2571,Mahira,0,Tablet,Islamabad,Male,35-44,0,9/29/2025
2572,Babar,1,Mobile,Islamabad,Female,35-44,0,9/5/2025
2573,Mahira,0,Desktop,Karachi,Male,25-34,0,9/29/2025
2574,Babar,0,Mobile,Karachi,Male,18-24,0,9/18/2025
2575,Babar,0,Tablet,Lahore,Female,25-34,0,9/17/2025
2576,Babar,0,Mobile,Lahore,Male,18-24,0,9/5/2025
2577,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/13/2025
2578,Babar,0,Mobile,Karachi,Male,25-34,0,9/3/2025
2579,Babar,0,Desktop,Lahore,Male,25-34,0,9/28/2025
2580,Babar,0,Mobile,Lahore,Female,18-24,0,9/12/2025
2581,Babar,0,Tablet,Karachi,Male,18-24,0,9/26/2025
2582,Mahira,0,Mobile,Karachi,Male,25-34,0,9/8/2025
2583,Babar,0,Desktop,Islamabad,Female,18-24,0,9/27/2025
2584,Mahira,0,Tablet,Karachi,Male,35-44,0,9/8/2025
2585,Babar,0,Desktop,Karachi,Female,25-34,0,9/19/2025
2586,Babar,0,Mobile,Lahore,Male,25-34,0,9/19/2025
2587,Mahira,0,Desktop,Lahore,Male,25-34,0,9/8/2025
2588,Babar,0,Mobile,Karachi,Female,35-44,0,9/27/2025
2589,Babar,0,Desktop,Karachi,Female,18-24,0,9/11/2025
2590,Mahira,0,Mobile,Lahore,Female,25-34,0,9/16/2025
2591,Babar,0,Mobile,Karachi,Male,35-44,0,9/19/2025
2592,Babar,0,Tablet,Lahore,Female,35-44,0,9/14/2025
2593,Babar,1,Tablet,Islamabad,Female,18-24,0,9/17/2025
2594,Babar,0,Mobile,Lahore,Male,35-44,0,9/11/2025
2595,Mahira,0,Tablet,Lahore,Female,18-24,0,9/2/2025
2596,Mahira,0,Tablet,Lahore,Female,18-24,0,9/24/2025
2597,Mahira,0,Desktop,Islamabad,Female,25-34,0,9/29/2025
2598,Mahira,0,Tablet,Islamabad,Male,18-24,0,9/23/2025
2599,Babar,0,Desktop,Islamabad,Female,35-44,0,9/18/2025
2600,Babar,0,Tablet,Karachi,Female,35-44,0,9/30/2025
2601,Mahira,0,Desktop,Lahore,Female,25-34,0,9/19/2025
2602,Babar,0,Mobile,Karachi,Female,25-34,0,9/13/2025
2603,Mahira,0,Mobile,Islamabad,Female,25-34,0,9/5/2025
2604,Mahira,0,Tablet,Lahore,Female,25-34,0,9/4/2025
2605,Babar,0,Tablet,Karachi,Male,25-34,0,9/21/2025
2606,Mahira,1,Tablet,Islamabad,Male,18-24,0,9/9/2025
2607,Mahira,0,Tablet,Lahore,Male,25-34,0,9/21/2025
2608,Mahira,0,Mobile,Islamabad,Female,35-44,0,9/10/2025
2609,Babar,0,Tablet,Lahore,Female,25-34,0,9/10/2025
2610,Babar,0,Tablet,Karachi,Male,18-24,0,9/8/2025
2611,Babar,0,Mobile,Karachi,Male,18-24,0,9/6/2025
2612,Babar,0,Desktop,Islamabad,Male,25-34,0,9/29/2025
2613,Mahira,0,Mobile,Karachi,Female,18-24,0,9/28/2025
2614,Babar,0,Mobile,Karachi,Male,35-44,0,9/28/2025
2615,Babar,0,Mobile,Karachi,Male,25-34,0,9/5/2025
2616,Babar,0,Mobile,Lahore,Female,18-24,0,9/6/2025
2617,Mahira,0,Mobile,Lahore,Female,25-34,0,9/20/2025
2618,Babar,0,Tablet,Lahore,Male,25-34,0,9/21/2025
2619,Mahira,0,Desktop,Islamabad,Female,18-24,0,9/28/2025
2620,Babar,0,Desktop,Islamabad,Female,25-34,0,9/10/2025
2621,Mahira,0,Desktop,Lahore,Female,18-24,0,9/20/2025
2622,Babar,0,Mobile,Karachi,Male,18-24,0,9/30/2025
2623,Babar,0,Desktop,Islamabad,Male,25-34,0,9/14/2025
2624,Mahira,0,Desktop,Islamabad,Male,35-44,0,9/22/2025
2625,Mahira,0,Mobile,Lahore,Female,35-44,0,9/14/2025
2626,Babar,0,Mobile,Karachi,Female,35-44,0,9/18/2025
2627,Babar,1,Mobile,Islamabad,Male,25-34,0,9/17/2025
2628,Babar,0,Tablet,Karachi,Male,25-34,0,9/10/2025
2629,Babar,0,Tablet,Islamabad,Male,35-44,0,9/22/2025
2630,Mahira,0,Desktop,Lahore,Female,35-44,0,9/3/2025
2631,Babar,0,Mobile,Lahore,Male,18-24,0,9/27/2025
2632,Babar,0,Desktop,Islamabad,Female,25-34,0,9/1/2025
2633,Babar,0,Mobile,Karachi,Female,18-24,0,9/14/2025
2634,Mahira,0,Desktop,Karachi,Female,35-44,0,9/6/2025
2635,Babar,0,Tablet,Islamabad,Female,25-34,0,9/12/2025
2636,Mahira,0,Mobile,Karachi,Female,18-24,0,9/9/2025
2637,Babar,0,Desktop,Lahore,Male,35-44,0,9/9/2025
2638,Babar,0,Tablet,Karachi,Male,25-34,0,9/17/2025
2639,Mahira,0,Tablet,Lahore,Female,35-44,0,9/6/2025
2640,Babar,0,Desktop,Lahore,Female,18-24,0,9/8/2025
2641,Babar,0,Mobile,Islamabad,Male,35-44,0,9/20/2025
2642,Babar,0,Mobile,Karachi,Male,25-34,0,9/25/2025
2643,Babar,0,Mobile,Karachi,Male,35-44,0,9/14/2025
2644,Babar,0,Tablet,Islamabad,Male,35-44,0,9/27/2025
2645,Babar,0,Tablet,Karachi,Male,25-34,0,9/12/2025
2646,Babar,0,Tablet,Karachi,Female,35-44,0,9/16/2025
2647,Babar,0,Tablet,Lahore,Female,35-44,0,9/30/2025
2648,Babar,0,Desktop,Lahore,Female,25-34,0,9/5/2025
2649,Babar,0,Mobile,Karachi,Female,18-24,0,9/22/2025
2650,Babar,0,Tablet,Islamabad,Female,18-24,0,9/10/2025
2651,Mahira,0,Desktop,Karachi,Male,35-44,0,9/18/2025
2652,Babar,0,Tablet,Islamabad,Female,18-24,0,9/29/2025
2653,Mahira,0,Tablet,Karachi,Male,25-34,0,9/13/2025
2654,Babar,0,Tablet,Islamabad,Female,25-34,0,9/2/2025
2655,Babar,0,Mobile,Islamabad,Male,18-24,0,9/30/2025
2656,Mahira,0,Mobile,Karachi,Female,18-24,0,9/10/2025
2657,Babar,0,Tablet,Lahore,Male,18-24,0,9/29/2025
2658,Mahira,0,Mobile,Lahore,Female,18-24,0,9/12/2025
2659,Babar,0,Mobile,Islamabad,Male,18-24,0,9/9/2025
2660,Mahira,0,Desktop,Lahore,Female,25-34,0,9/14/2025
2661,Babar,0,Desktop,Lahore,Male,25-34,0,9/10/2025
2662,Babar,0,Desktop,Karachi,Female,25-34,0,9/16/2025
2663,Babar,1,Tablet,Islamabad,Male,18-24,0,9/21/2025
2664,Babar,0,Desktop,Lahore,Male,25-34,0,9/19/2025
2665,Babar,1,Mobile,Islamabad,Male,35-44,0,9/11/2025
2666,Mahira,1,Tablet,Lahore,Male,35-44,0,9/3/2025
2667,Mahira,0,Desktop,Lahore,Female,35-44,0,9/9/2025
2668,Mahira,0,Mobile,Islamabad,Male,18-24,0,9/29/2025
2669,Babar,0,Tablet,Lahore,Male,35-44,0,9/13/2025
2670,Mahira,0,Tablet,Lahore,Female,18-24,0,9/28/2025
2671,Mahira,0,Mobile,Lahore,Female,18-24,0,9/28/2025
2672,Babar,0,Desktop,Karachi,Male,18-24,0,9/25/2025
2673,Babar,1,Tablet,Islamabad,Male,18-24,0,9/27/2025
2674,Mahira,0,Tablet,Islamabad,Female,25-34,0,9/2/2025
2675,Babar,0,Desktop,Lahore,Male,18-24,0,9/5/2025
2676,Babar,0,Tablet,Karachi,Female,25-34,0,9/3/2025
2677,Babar,0,Desktop,Karachi,Male,18-24,0,9/22/2025
2678,Babar,0,Mobile,Islamabad,Female,18-24,0,9/8/2025
2679,Babar,0,Mobile,Lahore,Female,25-34,0,9/24/2025
2680,Babar,0,Tablet,Lahore,Male,25-34,0,9/10/2025
2681,Babar,0,Desktop,Karachi,Male,35-44,0,9/22/2025
2682,Mahira,0,Mobile,Islamabad,Female,25-34,0,9/17/2025
2683,Babar,0,Desktop,Karachi,Male,35-44,0,9/8/2025
2684,Babar,1,Tablet,Lahore,Male,25-34,0,9/9/2025
2685,Babar,0,Mobile,Karachi,Male,25-34,0,9/28/2025
2686,Babar,0,Desktop,Karachi,Male,18-24,0,9/1/2025
2687,Mahira,1,Tablet,Karachi,Female,18-24,0,9/17/2025
2688,Mahira,0,Mobile,Islamabad,Male,25-34,0,9/15/2025
2689,Babar,0,Tablet,Islamabad,Male,25-34,0,9/11/2025
2690,Babar,0,Tablet,Lahore,Female,25-34,0,9/5/2025
2691,Mahira,1,Tablet,Lahore,Male,25-34,0,9/12/2025
2692,Mahira,0,Tablet,Lahore,Female,18-24,0,9/5/2025
2693,Babar,0,Mobile,Islamabad,Male,18-24,0,9/20/2025
2694,Mahira,0,Tablet,Islamabad,Male,35-44,0,9/26/2025
2695,Mahira,0,Tablet,Karachi,Female,18-24,0,9/3/2025
2696,Mahira,0,Mobile,Karachi,Female,25-34,0,9/1/2025
2697,Mahira,0,Tablet,Karachi,Male,25-34,0,9/13/2025
2698,Babar,0,Mobile,Lahore,Male,18-24,0,9/29/2025
2699,Mahira,0,Mobile,Islamabad,Male,25-34,0,9/25/2025
2700,Babar,0,Mobile,Karachi,Male,35-44,0,9/18/2025
2701,Mahira,0,Mobile,Islamabad,Female,18-24,0,9/13/2025
2702,Babar,0,Tablet,Karachi,Female,25-34,0,9/12/2025
2703,Mahira,0,Desktop,Lahore,Male,35-44,0,9/5/2025
2704,Babar,0,Desktop,Islamabad,Female,25-34,0,9/4/2025
2705,Mahira,0,Tablet,Karachi,Male,25-34,0,9/5/2025
2706,Mahira,0,Tablet,Islamabad,Female,18-24,0,9/19/2025
2707,Babar,0,Mobile,Islamabad,Female,18-24,0,9/16/2025
2708,Babar,0,Mobile,Lahore,Female,35-44,0,9/25/2025
2709,Babar,0,Mobile,Karachi,Male,25-34,0,9/24/2025
2710,Mahira,0,Mobile,Islamabad,Male,35-44,0,9/7/2025
2711,Mahira,0,Mobile,Karachi,Female,35-44,0,9/3/2025
2712,Babar,0,Desktop,Lahore,Male,35-44,0,9/9/2025
2713,Babar,0,Mobile,Islamabad,Male,25-34,0,9/6/2025
2714,Mahira,0,Tablet,Islamabad,Female,25-34,0,9/2/2025
2715,Babar,1,Desktop,Lahore,Female,18-24,1,9/8/2025
2716,Babar,0,Tablet,Karachi,Male,18-24,0,9/13/2025
2717,Babar,1,Tablet,Lahore,Male,35-44,0,9/11/2025
2718,Mahira,0,Tablet,Lahore,Female,18-24,0,9/24/2025
2719,Babar,1,Mobile,Karachi,Male,25-34,0,9/28/2025
2720,Mahira,0,Tablet,Karachi,Female,18-24,0,9/5/2025
2721,Mahira,1,Desktop,Islamabad,Male,18-24,0,9/9/2025
2722,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/27/2025
2723,Babar,0,Desktop,Islamabad,Female,35-44,0,9/18/2025
2724,Babar,0,Tablet,Lahore,Male,35-44,0,9/3/2025
2725,Babar,0,Desktop,Karachi,Male,35-44,0,9/10/2025
2726,Babar,0,Mobile,Karachi,Male,35-44,0,9/22/2025
2727,Babar,0,Mobile,Karachi,Male,35-44,0,9/19/2025
2728,Mahira,0,Desktop,Islamabad,Female,18-24,0,9/5/2025
2729,Babar,0,Desktop,Islamabad,Female,25-34,0,9/22/2025
2730,Babar,0,Mobile,Lahore,Male,18-24,0,9/20/2025
2731,Babar,0,Mobile,Karachi,Female,18-24,0,9/29/2025
2732,Mahira,0,Desktop,Islamabad,Male,35-44,0,9/26/2025
2733,Mahira,0,Desktop,Karachi,Female,18-24,0,9/16/2025
2734,Babar,0,Tablet,Karachi,Female,35-44,0,9/5/2025
2735,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/25/2025
2736,Mahira,0,Mobile,Lahore,Male,25-34,0,9/20/2025
2737,Mahira,0,Desktop,Islamabad,Male,25-34,0,9/14/2025
2738,Mahira,1,Tablet,Lahore,Female,25-34,0,9/15/2025
2739,Babar,0,Mobile,Lahore,Female,25-34,0,9/1/2025
2740,Babar,0,Mobile,Islamabad,Female,18-24,0,9/8/2025
2741,Babar,0,Tablet,Karachi,Female,25-34,0,9/28/2025
2742,Babar,0,Mobile,Lahore,Female,35-44,0,9/10/2025
2743,Mahira,0,Tablet,Islamabad,Male,35-44,0,9/1/2025
2744,Mahira,0,Mobile,Lahore,Female,18-24,0,9/23/2025
2745,Babar,0,Mobile,Islamabad,Male,18-24,0,9/9/2025
2746,Babar,0,Desktop,Lahore,Female,25-34,0,9/26/2025
2747,Babar,0,Desktop,Karachi,Male,35-44,0,9/15/2025
2748,Mahira,0,Mobile,Karachi,Female,35-44,0,9/5/2025
2749,Babar,0,Desktop,Islamabad,Female,25-34,0,9/20/2025
2750,Babar,1,Mobile,Lahore,Female,25-34,0,9/13/2025
2751,Babar,0,Mobile,Karachi,Female,25-34,0,9/30/2025
2752,Mahira,0,Mobile,Lahore,Male,25-34,0,9/25/2025
2753,Mahira,0,Tablet,Karachi,Male,18-24,0,9/21/2025
2754,Mahira,0,Desktop,Islamabad,Female,18-24,0,9/14/2025
2755,Babar,1,Mobile,Lahore,Female,35-44,1,9/28/2025
2756,Babar,0,Tablet,Karachi,Female,18-24,0,9/18/2025
2757,Mahira,0,Tablet,Islamabad,Female,18-24,0,9/7/2025
2758,Babar,0,Tablet,Karachi,Female,25-34,0,9/25/2025
2759,Mahira,0,Tablet,Karachi,Male,25-34,0,9/22/2025
2760,Babar,0,Tablet,Lahore,Female,25-34,0,9/4/2025
2761,Mahira,0,Mobile,Karachi,Male,35-44,0,9/21/2025
2762,Mahira,0,Mobile,Lahore,Female,25-34,0,9/22/2025
2763,Mahira,0,Mobile,Karachi,Female,35-44,0,9/26/2025
2764,Babar,0,Mobile,Karachi,Female,25-34,0,9/25/2025
2765,Mahira,0,Mobile,Lahore,Male,18-24,0,9/7/2025
2766,Mahira,1,Desktop,Islamabad,Female,18-24,0,9/11/2025
2767,Babar,0,Mobile,Karachi,Male,18-24,0,9/29/2025
2768,Babar,0,Desktop,Islamabad,Male,25-34,0,9/15/2025
2769,Babar,0,Mobile,Karachi,Female,35-44,0,9/1/2025
2770,Mahira,0,Desktop,Lahore,Female,35-44,0,9/18/2025
2771,Mahira,0,Tablet,Karachi,Male,18-24,0,9/28/2025
2772,Mahira,0,Tablet,Lahore,Female,25-34,0,9/26/2025
2773,Mahira,0,Desktop,Islamabad,Male,35-44,0,9/1/2025
2774,Mahira,0,Tablet,Lahore,Female,35-44,0,9/17/2025
2775,Mahira,0,Desktop,Islamabad,Male,25-34,0,9/14/2025
2776,Babar,0,Tablet,Lahore,Female,35-44,0,9/5/2025
2777,Mahira,0,Tablet,Lahore,Male,25-34,0,9/17/2025
2778,Mahira,0,Mobile,Islamabad,Male,18-24,0,9/10/2025
2779,Babar,0,Tablet,Islamabad,Female,18-24,0,9/16/2025
2780,Mahira,0,Mobile,Islamabad,Male,18-24,0,9/5/2025
2781,Mahira,0,Desktop,Karachi,Male,18-24,0,9/27/2025
2782,Babar,0,Mobile,Karachi,Female,18-24,0,9/12/2025
2783,Mahira,0,Desktop,Islamabad,Female,35-44,0,9/17/2025
2784,Mahira,0,Mobile,Karachi,Female,18-24,0,9/21/2025
2785,Babar,0,Tablet,Islamabad,Male,18-24,0,9/12/2025
2786,Mahira,0,Tablet,Karachi,Female,25-34,0,9/1/2025
2787,Mahira,0,Desktop,Lahore,Male,25-34,0,9/21/2025
2788,Babar,0,Desktop,Islamabad,Male,25-34,0,9/10/2025
2789,Mahira,0,Desktop,Islamabad,Male,35-44,0,9/21/2025
2790,Mahira,0,Tablet,Karachi,Female,35-44,0,9/3/2025
2791,Mahira,0,Desktop,Lahore,Female,18-24,0,9/13/2025
2792,Mahira,1,Mobile,Islamabad,Female,25-34,0,9/22/2025
2793,Babar,0,Desktop,Islamabad,Female,18-24,0,9/21/2025
2794,Mahira,1,Desktop,Lahore,Male,35-44,1,9/2/2025
2795,Babar,0,Mobile,Karachi,Female,25-34,0,9/19/2025
2796,Babar,0,Tablet,Karachi,Male,18-24,0,9/15/2025
2797,Babar,0,Mobile,Lahore,Female,25-34,0,9/6/2025
2798,Mahira,0,Mobile,Islamabad,Male,18-24,0,9/8/2025
2799,Mahira,0,Tablet,Karachi,Female,25-34,0,9/5/2025
2800,Babar,0,Mobile,Karachi,Male,18-24,0,9/2/2025
2801,Babar,0,Desktop,Islamabad,Male,35-44,0,9/27/2025
2802,Mahira,0,Tablet,Lahore,Female,35-44,0,9/16/2025
2803,Mahira,0,Mobile,Karachi,Female,18-24,0,9/14/2025
2804,Babar,0,Desktop,Islamabad,Female,18-24,0,9/1/2025
2805,Babar,0,Desktop,Islamabad,Female,25-34,0,9/4/2025
2806,Mahira,0,Tablet,Lahore,Male,25-34,0,9/5/2025
2807,Babar,0,Mobile,Karachi,Male,35-44,0,9/19/2025
2808,Babar,0,Tablet,Karachi,Male,25-34,0,9/2/2025
2809,Babar,0,Mobile,Karachi,Male,35-44,0,9/4/2025
2810,Mahira,0,Tablet,Islamabad,Male,18-24,0,9/22/2025
2811,Mahira,0,Desktop,Lahore,Female,35-44,0,9/8/2025
2812,Babar,0,Tablet,Islamabad,Female,35-44,0,9/21/2025
2813,Babar,1,Mobile,Islamabad,Male,35-44,0,9/9/2025
2814,Mahira,0,Tablet,Islamabad,Female,35-44,0,9/12/2025
2815,Babar,0,Mobile,Karachi,Male,25-34,0,9/18/2025
2816,Mahira,0,Mobile,Karachi,Female,18-24,0,9/9/2025
2817,Mahira,0,Tablet,Islamabad,Female,35-44,0,9/19/2025
2818,Mahira,0,Desktop,Karachi,Female,25-34,0,9/28/2025
2819,Babar,1,Desktop,Lahore,Female,25-34,1,9/22/2025
2820,Babar,0,Mobile,Lahore,Female,25-34,0,9/2/2025
2821,Babar,0,Tablet,Islamabad,Female,25-34,0,9/19/2025
2822,Mahira,0,Mobile,Islamabad,Male,25-34,0,9/2/2025
2823,Mahira,0,Tablet,Karachi,Male,35-44,0,9/5/2025
2824,Babar,0,Tablet,Karachi,Male,18-24,0,9/4/2025
2825,Mahira,0,Desktop,Lahore,Male,35-44,0,9/3/2025
2826,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/25/2025
2827,Mahira,0,Tablet,Lahore,Female,35-44,0,9/3/2025
2828,Babar,0,Mobile,Karachi,Male,18-24,0,9/14/2025
2829,Babar,0,Desktop,Lahore,Female,18-24,0,9/27/2025
2830,Mahira,1,Mobile,Lahore,Male,35-44,0,9/22/2025
2831,Babar,0,Mobile,Lahore,Male,18-24,0,9/13/2025
2832,Mahira,1,Desktop,Lahore,Female,25-34,0,9/23/2025
2833,Mahira,0,Tablet,Islamabad,Male,35-44,0,9/22/2025
2834,Babar,0,Desktop,Lahore,Male,18-24,0,9/27/2025
2835,Mahira,0,Tablet,Karachi,Male,18-24,0,9/24/2025
2836,Babar,0,Tablet,Lahore,Female,18-24,0,9/28/2025
2837,Mahira,1,Desktop,Lahore,Male,35-44,0,9/1/2025
2838,Babar,0,Desktop,Lahore,Male,35-44,0,9/21/2025
2839,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/9/2025
2840,Babar,0,Desktop,Lahore,Female,25-34,0,9/30/2025
2841,Babar,0,Mobile,Islamabad,Male,35-44,0,9/9/2025
2842,Mahira,0,Desktop,Islamabad,Female,18-24,0,9/2/2025
2843,Babar,0,Tablet,Islamabad,Female,35-44,0,9/2/2025
2844,Babar,0,Mobile,Lahore,Female,18-24,0,9/19/2025
2845,Babar,0,Desktop,Islamabad,Female,25-34,0,9/18/2025
2846,Mahira,0,Mobile,Islamabad,Male,25-34,0,9/16/2025
2847,Mahira,0,Tablet,Lahore,Male,25-34,0,9/21/2025
2848,Babar,0,Desktop,Islamabad,Female,35-44,0,9/11/2025
2849,Mahira,0,Mobile,Karachi,Female,25-34,0,9/25/2025
2850,Babar,0,Desktop,Lahore,Male,25-34,0,9/10/2025
2851,Mahira,0,Mobile,Lahore,Male,18-24,0,9/10/2025
2852,Mahira,0,Tablet,Karachi,Female,25-34,0,9/7/2025
2853,Mahira,0,Mobile,Lahore,Male,35-44,0,9/14/2025
2854,Babar,0,Mobile,Lahore,Female,35-44,0,9/26/2025
2855,Babar,0,Mobile,Lahore,Female,35-44,0,9/2/2025
2856,Mahira,0,Tablet,Lahore,Male,25-34,0,9/7/2025
2857,Mahira,0,Mobile,Karachi,Male,25-34,0,9/10/2025
2858,Mahira,0,Desktop,Karachi,Male,25-34,0,9/28/2025
2859,Babar,0,Tablet,Lahore,Male,35-44,0,9/8/2025
2860,Mahira,0,Tablet,Karachi,Female,25-34,0,9/18/2025
2861,Babar,0,Mobile,Karachi,Male,35-44,0,9/10/2025
2862,Babar,0,Tablet,Karachi,Male,18-24,0,9/30/2025
2863,Mahira,0,Mobile,Karachi,Female,35-44,0,9/18/2025
2864,Mahira,0,Desktop,Karachi,Male,25-34,0,9/24/2025
2865,Babar,0,Desktop,Islamabad,Female,25-34,0,9/11/2025
2866,Mahira,0,Mobile,Islamabad,Female,25-34,0,9/18/2025
2867,Mahira,0,Tablet,Karachi,Female,35-44,0,9/14/2025
2868,Mahira,0,Desktop,Lahore,Male,18-24,0,9/10/2025
2869,Babar,0,Tablet,Lahore,Female,25-34,0,9/27/2025
2870,Babar,0,Mobile,Lahore,Male,25-34,0,9/11/2025
2871,Babar,0,Mobile,Lahore,Female,35-44,0,9/25/2025
2872,Mahira,0,Mobile,Karachi,Male,18-24,0,9/19/2025
2873,Mahira,0,Tablet,Lahore,Female,18-24,0,9/12/2025
2874,Babar,1,Tablet,Lahore,Female,18-24,0,9/2/2025
2875,Mahira,0,Desktop,Lahore,Male,35-44,0,9/27/2025
2876,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/1/2025
2877,Babar,0,Desktop,Karachi,Male,35-44,0,9/15/2025
2878,Babar,0,Desktop,Karachi,Male,25-34,0,9/22/2025
2879,Mahira,0,Mobile,Lahore,Male,18-24,0,9/7/2025
2880,Babar,0,Mobile,Islamabad,Female,18-24,0,9/10/2025
2881,Babar,0,Tablet,Islamabad,Female,18-24,0,9/6/2025
2882,Babar,0,Desktop,Islamabad,Female,25-34,0,9/15/2025
2883,Mahira,0,Mobile,Karachi,Female,35-44,0,9/13/2025
2884,Mahira,0,Desktop,Lahore,Female,35-44,0,9/5/2025
2885,Babar,0,Tablet,Islamabad,Male,18-24,0,9/24/2025
2886,Babar,0,Desktop,Lahore,Female,18-24,0,9/28/2025
2887,Mahira,0,Desktop,Lahore,Male,25-34,0,9/5/2025
2888,Mahira,0,Tablet,Karachi,Male,18-24,0,9/15/2025
2889,Mahira,1,Desktop,Lahore,Female,35-44,1,9/3/2025
2890,Babar,0,Mobile,Karachi,Female,25-34,0,9/30/2025
2891,Mahira,0,Mobile,Lahore,Female,35-44,0,9/10/2025
2892,Mahira,0,Tablet,Lahore,Male,35-44,0,9/30/2025
2893,Mahira,0,Desktop,Islamabad,Male,18-24,0,9/29/2025
2894,Mahira,0,Desktop,Lahore,Female,25-34,0,9/16/2025
2895,Babar,0,Tablet,Lahore,Male,35-44,0,9/30/2025
2896,Babar,0,Desktop,Islamabad,Female,18-24,0,9/22/2025
2897,Babar,0,Desktop,Islamabad,Female,18-24,0,9/17/2025
2898,Babar,0,Tablet,Islamabad,Female,35-44,0,9/3/2025
2899,Babar,0,Mobile,Islamabad,Male,25-34,0,9/28/2025
2900,Babar,0,Desktop,Karachi,Male,35-44,0,9/7/2025
2901,Babar,0,Desktop,Islamabad,Female,35-44,0,9/25/2025
2902,Mahira,0,Mobile,Karachi,Male,18-24,0,9/9/2025
2903,Babar,0,Tablet,Lahore,Male,25-34,0,9/6/2025
2904,Mahira,0,Tablet,Karachi,Female,18-24,0,9/3/2025
2905,Babar,0,Mobile,Islamabad,Female,25-34,0,9/15/2025
2906,Babar,0,Mobile,Lahore,Male,25-34,0,9/2/2025
2907,Babar,0,Mobile,Islamabad,Female,18-24,0,9/11/2025
2908,Babar,0,Tablet,Islamabad,Male,25-34,0,9/30/2025
2909,Babar,0,Mobile,Karachi,Male,25-34,0,9/22/2025
2910,Mahira,0,Desktop,Lahore,Female,35-44,0,9/2/2025
2911,Babar,0,Tablet,Karachi,Female,35-44,0,9/17/2025
2912,Babar,0,Tablet,Lahore,Male,18-24,0,9/3/2025
2913,Mahira,0,Desktop,Karachi,Female,35-44,0,9/19/2025
2914,Babar,0,Tablet,Islamabad,Female,25-34,0,9/20/2025
2915,Babar,0,Desktop,Lahore,Male,25-34,0,9/18/2025
2916,Babar,0,Mobile,Karachi,Male,35-44,0,9/24/2025
2917,Babar,0,Mobile,Karachi,Male,18-24,0,9/8/2025
2918,Babar,0,Mobile,Karachi,Male,18-24,0,9/6/2025
